Erwin Baumann,FPÖ,Mann
Michael Reiner,FPÖ,Mann
Robert Köfer,ÖVP,Mann
Michael Maier ,ÖVP,Mann
Stefanie Ofner,ÖVP,Frau
Ervin Hukarevic,SPÖ,Mann
Marika Lagger-Pöllinger,SPÖ,Frau
Manuela Lobnik,SPÖ,Frau
Maximilan Rakuscha,SPÖ,Mann
Nicole Schojer,SPÖ,Frau
Hermann Srienz,SPÖ,Mann
René Willegger,SPÖ,Mann
Marina Koschat-KoreimTK,,Frau
Franz-Josef Smrtnik,TK,Mann
