Robert Blum,FPÖ,Mann
Cenk Dogan,ÖVP,Mann
Karin Feurstein-Pichler,ÖVP,Frau
Guido Flatz,ÖVP,Mann
Joachim Fritz,FPÖ,Mann
Markus Klien,FPÖ,Mann
Manfred Vogt,FPÖ,Mann
Sandra Jäckel,FPÖ,Frau
Julia Berchtold,ÖVP,Frau
Michael Koschat,FPÖ,Mann
Hanno Lecher,ÖVP,Mann
Gerda Schnetzer-Sutterlüty,ÖVP,Frau
Sandro Beer,SPÖ,Mann
Martin Peterl,SPÖ,Mann
