Viktoria Hutter,ÖVP,Frau
Sandra Böhmwalde,ÖVP,Frau
Dominic Hörlezeder,GRÜNE,Mann
Michael Sommer,FPÖ,Mann
Alexander Schnabel,FPÖ,Mann
Jürgen Maschl,SPÖ,Mann
Rainer Spenger,SPÖ,Mann
Rene Zonschits,SPÖ,Mann
Matthias Zauner ,ÖVP,Mann
Klemens Kofler,FPÖ,Mann
Martin Antauer,FPÖ,Mann
Richard Punz ,FPÖ,Mann
Christoph Luisser,FPÖ,Mann
Hubert Keyl,FPÖ,Mann
Susanne Rosenkranz,FPÖ,Frau
Simone Jagl,GRÜNE,Frau
